Id,Price
4567,171521.65066551632
5925,129369.04782190213
960,142667.01038688733
3848,128208.81109835615
746,187320.32331900293
868,347651.1536314447
672,120537.04490748286
2471,201078.23200981854
4510,128088.24707223497
8354,226118.34239256944
6393,176505.36718601824
13270,219622.15326142657
5250,336577.6896224403
16751,193759.5827974709
11404,136979.46544309868
10588,348343.8486960908
14925,195944.04523832162
6791,221200.76457214888
16097,180627.11790243347
16428,396658.40488088224
6945,297663.9071472036
3190,193356.66613439377
15709,481247.2329394013
13155,169341.29356901965
7675,194590.0264315964
14686,250916.3958150902
609,157290.98307974532
11155,163052.2247088554
10869,221237.37643598288
15742,186843.74109566055
9245,197270.45379709703
3340,186004.43679675387
2359,282316.61094139784
8070,214827.27795076446
13707,127755.12324540317
16079,241810.70561154996
15937,283859.904664268
14090,187547.49847184742
9008,201977.74087996935
16384,180176.64356937318
11657,255889.0045453472
13151,138394.26778642656
8990,192040.92778228695
11857,180751.15122651446
1565,153022.45133993076
8174,101858.40863190185
9247,231523.52749420115
10478,206550.4027813905
15509,155386.1483215113
8306,210421.47807125648
6642,189538.85914364242
7472,219698.55376731502
15989,130617.31212892456
13682,130343.46435951705
163,199609.58899634797
7076,182287.8052714918
7478,321935.9090998471
3029,186942.30734951052
1814,145561.0157759408
10057,125104.20333021796
15100,201261.32830543743
12694,208923.2600712367
6291,194750.5305618026
12603,181408.90148238893
3218,229110.99051040076
13456,128645.83908575519
10170,220037.07777103045
4530,134997.57735031398
13329,152737.39641754376
4820,140252.29171094892
10896,170750.73601864628
13416,123068.66290727006
2701,204834.5807727657
11265,379296.1672927499
9189,301307.2638793978
1858,132080.0635491064
14536,242807.18833718883
6199,285903.9784477483
14730,157137.51920018962
7510,269384.1207794694
15505,159699.63249124167
7446,181720.64589391812
14016,186016.05276776658
14113,111327.05368343204
8721,270648.4251671464
6193,299535.92958646273
5717,177884.83402181842
5427,323422.8901875136
9520,434262.66954221093
6869,98960.0175137876
1658,156776.15402948917
6639,206854.97432664013
6283,198065.5272041671
6257,124779.4599584996
15235,177681.9027011955
902,192776.38802473957
8932,200127.05328296922
16469,309960.33096188394
2825,283854.32089815004
6450,436166.44930229237
11366,176736.1099133277
3801,355247.78715437045
11385,204523.97556640985
1079,189632.95339989787
3202,276701.3772050628
676,238096.9959262171
6185,281377.19554748136
7730,161249.8153573579
2573,178661.0616900004
10978,204446.1412992766
10962,247357.5722649588
8870,188708.03261149253
8496,171943.0957396028
5517,152221.80835000286
927,188378.3865449184
13675,191745.60245077065
1499,212787.10121684548
15536,335834.13814188616
8602,318495.34570430213
12137,415281.49684746476
9865,253952.58656684365
16353,291219.8182826236
15908,207655.48211404632
3944,177961.79794882244
10359,203569.78744960247
15158,224615.78778703132
3259,236441.42629523293
7220,322898.67604622483
13843,217046.55265070795
16736,170948.63794447502
702,268594.3777006534
16401,137880.20690956613
12134,180756.3564328469
6918,181782.13335674212
11792,133583.42503533393
3798,142875.01231819758
10395,135247.76455932824
11099,148585.91776064673
7090,200840.63036236446
11260,200052.8787767615
9647,204201.47119231801
2903,311374.59171571414
2071,187593.58236066432
8604,212546.91905629824
9346,207651.73710554175
3945,192998.25744082607
3420,140839.30520374977
10842,125745.25498345404
725,147464.47581693865
13931,197755.34394811842
16330,218374.78419328076
9066,441836.657043611
3326,306411.52003468154
1556,288939.48952872475
6579,116639.88730468883
13877,141590.79024180287
9857,357688.75712913426
7302,251456.13620520194
5684,187786.67813095456
6513,237589.36225206027
11342,125955.51202536475
16561,248898.2821252004
6885,172976.6500374434
9308,177681.77478658967
2559,175253.6565535979
6648,177068.4582741175
15260,160321.64022578057
5113,187158.51573391748
16492,203383.93325822733
12034,274497.8192229575
7248,210943.09565816997
2171,208957.0076175707
10594,178061.3586493463
13241,202564.01841160818
7032,142230.597564524
4884,157064.55846960653
903,243055.0343347531
162,174179.57668193956
6566,222738.54311291286
8249,136208.89601527542
13106,168616.33358301924
256,134181.6336182908
7976,171061.90484541358
8575,182715.6590899504
7591,281141.275646481
3204,234111.89264815906
15804,188522.86278950036
1525,333795.3175852174
9038,204655.06915951063
13628,199542.56985131206
10016,198570.78037040663
10208,207934.50553662915
2008,192509.33652679072
13029,201164.53968173632
5099,132304.72362182257
9923,294661.71477275254
9461,135913.28501907762
11086,181860.06336652156
15057,293988.38536969153
10689,177368.46437174492
2053,232919.73863268193
16630,172068.70411832753
4985,168826.69023221274
13881,256732.87953371956
13225,193503.23414061262
5779,70846.07247279657
10262,185808.74766762202
10762,219834.8765873585
9513,202334.08061537935
11128,169167.8947131903
2074,281612.7742490243
933,209067.7324827368
2780,176339.5161222939
6594,115209.52390103746
15394,251356.15403742727
14863,132761.17238285125
6698,197625.3379473579
1611,282795.0643431695
174,188879.137323624
5160,180748.05247276893
3295,336649.73889753217
4559,404498.3503924822
8254,166379.82249009906
10228,106833.08739158796
13924,125823.04271280632
15341,253911.14638185772
4353,185538.56425726358
4334,79589.8896547944
1872,157390.9811671512
7823,188669.0549778207
310,203483.9338823764
3704,251143.5050155697
11615,253122.55206029955
6605,205621.77947486666
3381,184652.93772537602
2143,141310.20412141897
3191,240254.68322825193
13980,137988.64004224146
15613,154390.95225571838
10943,307861.9897958514
9654,122086.47951624972
16053,521423.1897022327
14931,203041.71462116175
8299,228862.7197568138
2147,148158.7136595558
11567,282839.33733362326
5905,136125.3929305461
11160,111584.36948478012
8275,145058.0166780852
16398,293350.1494717504
11229,186986.35878354442
10309,151032.00621233226
7340,247472.90044222423
7653,160786.53933593826
272,198752.14683004096
9831,243095.08323928303
5016,142433.29076948456
5968,86399.72822365588
796,210664.3151584652
12123,119354.3922350898
16629,169830.61765714196
2637,162567.82781275403
6194,222686.87493376993
6216,390533.14017960895
14346,182748.72988342898
6428,129596.14580851208
2891,226737.28455952276
84,180769.1645352551
9260,211844.50290329117
15250,144180.84405360607
2348,219794.4229115893
10427,285532.8899941679
13230,253437.9660185462
1691,187731.24477007144
8803,122149.34047543316
5464,172210.97444538854
10559,104871.17506926546
16787,320930.3900992859
4278,157171.7207188193
6183,172513.684206307
12775,157876.6800498521
10104,180172.0987550789
13663,156230.89891778285
9404,272023.82452518673
14724,229062.50999740398
10040,188675.2000827954
4646,186583.14357529944
4754,153480.00814169744
3310,197084.75734510724
2003,178678.28816775166
7312,239048.17400079497
10921,230831.94530460393
13419,296874.208104397
10105,165476.83084065263
2196,382360.32257094164
12659,242326.27206376038
4380,250837.62705056465
10847,153690.5643977308
10805,290092.95188637427
8709,98837.58677201378
8319,184827.79658130984
2215,177172.8753677628
7000,195575.79365601562
7701,103987.7521755996
9678,190171.43120859688
14026,188548.46040070822
7971,169722.41006604474
13734,152457.81005653949
16483,193079.5110904685
6150,214416.54866921992
2931,281911.6530404301
5418,182392.9588558257
1662,402439.24444265163
2441,222430.0496025853
669,126077.93761703663
7734,184017.89447651632
6010,316136.9988113794
266,143807.40244321298
632,136797.15102585894
16221,120585.16172115743
11832,172998.25679249526
5035,127213.60173012357
37,122089.09129262573
6168,183232.8749522928
11757,175372.58410678635
8086,124949.75102650336
6529,234735.8938419686
15121,173789.22736801667
13904,143031.34438524806
3711,180321.50013509518
16563,139496.69813673073
14494,165053.31575891306
3006,217878.5446118618
15299,122156.43014651682
92,293676.61508124886
8066,160296.2058977765
16071,210604.9186694258
10662,137576.3205577531
3883,202350.01789858527
5511,126095.28270395024
2821,259388.94622245946
9570,208025.8925510903
4326,235634.38212737165
9251,205536.3959140074
9031,193355.3600435313
12689,166973.14115466384
16380,285196.8669572397
1053,223220.9929104127
4568,199599.0401479428
16140,111431.68046738757
14356,394171.72100367746
8466,181372.7686348087
15652,154017.68940456928
3285,119428.06497842478
3198,160386.2645563276
14088,377411.06951346336
2268,107569.00962944892
15472,196766.69283914223
1203,209237.57567555408
7157,290983.5449918573
6886,222019.91388767565
5083,261911.49289369577
7467,114041.1505209781
14068,201822.61347141262
2080,179281.4631644659
10865,154911.75521833394
13516,183466.30985324172
